algo,run_no,itération,coût
hc,21,30,158.6482457230638
hc,21,31,158.47276931340875
hc,21,32,158.31183539441204
hc,21,33,158.31183539441204
hc,21,34,158.16544396607364
hc,21,35,158.03359502839356
hc,21,36,158.03359502839356
hc,21,37,158.03359502839356
hc,21,38,158.03359502839356
hc,21,39,157.91628858137182
hc,21,40,157.81352462500837
hc,21,41,157.81352462500837
hc,21,42,157.81352462500837
hc,21,43,157.81352462500837
hc,21,44,157.81352462500837
hc,21,45,157.7890120168073
hc,21,46,157.70768805787282
hc,21,47,157.70768805787282
hc,21,48,157.70768805787282
hc,21,49,157.70768805787282
ghc,21,0,167.83668992261659
ghc,21,0,166.16902752833963
ghc,21,1,164.79018467564237
ghc,21,2,163.49913489133866
ghc,21,3,161.2299801198053
ghc,21,4,160.2029878240181
ghc,21,5,158.98027429666703
ghc,21,6,158.3032512673593
ghc,21,7,157.93707908882624
ghc,21,8,157.66140741367872
ghc,21,9,157.6412967357599
ghc,21,10,157.62134880520023
ghc,21,11,157.5192274643246
ghc,21,12,157.50740220806605
ghc,21,13,157.50737095806608
ghc,21,14,157.50730845806606
ghc,21,15,157.50724595806608
ghc,21,16,157.50715220806606
ghc,21,17,157.50712095806605
ghc,21,18,157.50702720806606
ghc,21,19,157.50693345806607
ghc,21,20,157.50690220806607
ghc,21,21,157.50687095806606
ghc,21,22,157.50683970806605
ghc,21,23,157.50674595806606
ghc,21,24,157.50674595806606
ghc,21,25,157.50668345806608
ghc,21,26,157.50662095806607
ghc,21,27,157.50658970806606
ghc,21,28,157.50655845806608
ghc,21,29,157.50649595806607
ghc,21,30,157.50649595806607
ghc,21,31,157.50646470806606
ghc,21,32,157.50643345806606
ghc,21,33,157.50640220806608
ghc,21,34,157.50627720806608
ghc,21,35,157.50624595806607
ghc,21,36,157.50621470806607
ghc,21,37,157.50618345806606
ghc,21,38,157.50615220806606
ghc,21,39,157.50612095806608
ghc,21,40,157.50605845806606
ghc,21,41,157.50599595806608
ghc,21,42,157.50593345806607
ghc,21,43,157.50583970806608
ghc,21,44,157.50577720806606
ghc,21,45,157.50571470806608
ghc,21,46,157.50562095806606
ghc,21,47,157.50562095806606
ghc,21,48,157.50555845806608
ghc,21,49,157.50552720806607
rand,22,0,163.01527817396
rand,22,1,161.73077108730917
rand,22,2,161.73077108730917
rand,22,3,161.73077108730917
rand,22,4,161.73077108730917
rand,22,5,161.73077108730917
rand,22,6,157.82317437585397
rand,22,7,157.82317437585397
rand,22,8,157.82317437585397
rand,22,9,157.82317437585397
rand,22,10,157.82317437585397
rand,22,11,157.82317437585397
rand,22,12,157.82317437585397
rand,22,13,157.82317437585397
rand,22,14,157.82317437585397
rand,22,15,157.82317437585397
rand,22,16,157.82317437585397
rand,22,17,157.82317437585397
rand,22,18,157.82317437585397
rand,22,19,157.82317437585397
rand,22,20,157.82317437585397
rand,22,21,157.82317437585397
rand,22,22,157.82317437585397
rand,22,23,157.82317437585397
rand,22,24,157.82317437585397
rand,22,25,157.59007796045677
rand,22,26,157.59007796045677
rand,22,27,157.59007796045677
rand,22,28,157.59007796045677
rand,22,29,157.59007796045677
rand,22,30,157.59007796045677
rand,22,31,157.59007796045677
rand,22,32,157.59007796045677
rand,22,33,157.59007796045677
rand,22,34,157.59007796045677
rand,22,35,157.59007796045677
rand,22,36,157.59007796045677
rand,22,37,157.59007796045677
rand,22,38,157.59007796045677
rand,22,39,157.5468857575029
rand,22,40,157.5440180873623
rand,22,41,157.5440180873623
rand,22,42,157.5440180873623
rand,22,43,157.5440180873623
rand,22,44,157.5440180873623
rand,22,45,157.5440180873623
rand,22,46,157.5440180873623
rand,22,47,157.5440180873623
rand,22,48,157.5440180873623
rand,22,49,157.5440180873623
hc,22,0,168.08410977613454
hc,22,0,167.47041488087203
hc,22,1,167.43701947727502
hc,22,2,167.403624073678
hc,22,3,166.79404025883844
hc,22,4,166.79404025883844
hc,22,5,165.79732840593104
hc,22,6,165.76934949348126
hc,22,7,164.83232624411247
hc,22,8,164.83232624411247
hc,22,9,163.95163064734652
hc,22,10,163.9298018917494
hc,22,11,163.90797313615226
hc,22,12,163.089183603823
hc,22,13,162.32634056075068
hc,22,14,162.32634056075068
hc,22,15,162.32634056075068
hc,22,16,162.32634056075068
hc,22,17,162.32634056075068
hc,22,18,162.0097872632825
hc,22,19,161.34925511998944
hc,22,20,161.3361426353613
hc,22,21,161.3230301507332
hc,22,22,161.30991766610506
hc,22,23,161.2968051814769
hc,22,24,160.6968381534418
hc,22,25,160.68579768938267
hc,22,26,160.68579768938267
hc,22,27,160.68579768938267
hc,22,28,160.68579768938267
hc,22,29,160.1392893065337
hc,22,30,160.1392893065337
hc,22,31,159.64416754830194
hc,22,32,159.64416754830194
hc,22,33,159.64416754830194
hc,22,34,159.63673688036195
hc,22,35,159.1945395222975
hc,22,36,158.80355070717727
hc,22,37,158.80355070717727
hc,22,38,158.80355070717727
hc,22,39,158.80355070717727
hc,22,40,158.80355070717727
hc,22,41,158.80355070717727
hc,22,42,158.80355070717727
hc,22,43,158.80355070717727
hc,22,44,158.71205120826886
hc,22,45,158.71205120826886
hc,22,46,158.62055170936043
hc,22,47,158.62055170936043
hc,22,48,158.62055170936043
hc,22,49,158.529052210452
ghc,22,0,157.91905242127098
ghc,22,0,157.5887421336964
ghc,22,1,157.5097919017052
ghc,22,2,157.50727619481083
ghc,22,3,157.5061658231022
ghc,22,4,157.5060095731022
ghc,22,5,157.50597832310223
ghc,22,6,157.50594707310222
ghc,22,7,157.5059158231022
ghc,22,8,157.50585332310223
ghc,22,9,157.50579082310222
ghc,22,10,157.5057595731022
ghc,22,11,157.50566582310222
ghc,22,12,157.5056033231022
ghc,22,13,157.50557207310223
ghc,22,14,157.50554082310222
ghc,22,15,157.5054783231022
ghc,22,16,157.5054783231022
ghc,22,17,157.5054470731022
ghc,22,18,157.50541582310223
ghc,22,19,157.5053220731022
ghc,22,20,157.50529082310223
ghc,22,21,157.50529082310223
ghc,22,22,157.50525957310222
ghc,22,23,157.50522832310222
ghc,22,24,157.50522832310222
ghc,22,25,157.50522832310222
ghc,22,26,157.5051658231022
ghc,22,27,157.50510332310222
ghc,22,28,157.5050720731022
ghc,22,29,157.5050408231022
ghc,22,30,157.50500957310223
ghc,22,31,157.50500957310223
ghc,22,32,157.50494707310222
ghc,22,33,157.50494707310222
ghc,22,34,157.5049158231022
ghc,22,35,157.50485332310222
ghc,22,36,157.50485332310222
ghc,22,37,157.50485332310222
ghc,22,38,157.5047908231022
ghc,22,39,157.5047595731022
ghc,22,40,157.50472832310223
ghc,22,41,157.50469707310222
ghc,22,42,157.50466582310221
ghc,22,43,157.50460332310223
ghc,22,44,157.50460332310223
ghc,22,45,157.50454082310222
ghc,22,46,157.50444707310223
ghc,22,47,157.50441582310222
ghc,22,48,157.50438457310221
ghc,22,49,157.5043533231022
rand,23,0,163.04194963009758
rand,23,1,163.04194963009758
rand,23,2,163.04194963009758
rand,23,3,163.04194963009758
rand,23,4,163.04194963009758
rand,23,5,157.5565090041956
rand,23,6,157.5565090041956
rand,23,7,157.5565090041956
rand,23,8,157.5565090041956
rand,23,9,157.5494263827308
rand,23,10,157.5494263827308
rand,23,11,157.5494263827308
rand,23,12,157.5494263827308
rand,23,13,157.5494263827308
rand,23,14,157.5494263827308
rand,23,15,157.5494263827308
rand,23,16,157.5494263827308
rand,23,17,157.5494263827308
rand,23,18,157.5494263827308
rand,23,19,157.5494263827308
rand,23,20,157.5494263827308
rand,23,21,157.5494263827308
rand,23,22,157.5494263827308
rand,23,23,157.5494263827308
rand,23,24,157.5494263827308
rand,23,25,157.5494263827308
rand,23,26,157.5494263827308
rand,23,27,157.5494263827308
rand,23,28,157.5494263827308
rand,23,29,157.5494263827308
rand,23,30,157.5494263827308
rand,23,31,157.5494263827308
rand,23,32,157.5494263827308
rand,23,33,157.5494263827308
rand,23,34,157.526816775943
rand,23,35,157.526816775943
rand,23,36,157.526816775943
rand,23,37,157.526816775943
rand,23,38,157.526816775943
rand,23,39,157.526816775943
rand,23,40,157.526816775943
rand,23,41,157.526816775943
rand,23,42,157.526816775943
rand,23,43,157.526816775943
rand,23,44,157.526816775943
rand,23,45,157.526816775943
rand,23,46,157.526816775943
rand,23,47,157.526816775943
rand,23,48,157.526816775943
rand,23,49,157.526816775943
hc,23,0,175.94546660193842
hc,23,0,175.94546660193842
hc,23,1,175.94546660193842
hc,23,2,174.836030702518
hc,23,3,174.836030702518
hc,23,4,174.836030702518
hc,23,5,172.95159688177148
hc,23,6,172.89995502798368
hc,23,7,171.9449848457068
hc,23,8,170.1833146318318
hc,23,9,168.42164441795677
hc,23,10,168.42164441795677
hc,23,11,168.42164441795677
hc,23,12,167.72271478279907
hc,23,13,167.04689467500162
hc,23,14,167.04689467500162
hc,23,15,167.04689467500162
hc,23,16,166.39418409456448
hc,23,17,166.39418409456448
hc,23,18,165.76458304148758
hc,23,19,165.76458304148758
hc,23,20,165.73686877944786
hc,23,21,165.70915451740814
hc,23,22,164.38501115208868
hc,23,23,164.36176722327593
hc,23,24,164.36176722327593
hc,23,25,164.09836516046227
hc,23,26,164.07601349432733
hc,23,27,164.07601349432733
hc,23,28,164.07601349432733
hc,23,29,164.07601349432733
hc,23,30,163.5934366435308
hc,23,31,163.5934366435308
hc,23,32,163.5934366435308
hc,23,33,163.5934366435308
hc,23,34,163.5934366435308
hc,23,35,163.5934366435308
hc,23,36,163.5934366435308
hc,23,37,163.1292477214423
hc,23,38,163.1292477214423
hc,23,39,162.68344672806188
hc,23,40,162.68344672806188
hc,23,41,162.6658283532222
hc,23,42,162.6658283532222
hc,23,43,162.6658283532222
hc,23,44,162.6658283532222
hc,23,45,162.64820997838254
hc,23,46,162.64820997838254
hc,23,47,162.64820997838254
hc,23,48,162.64820997838254
hc,23,49,162.64820997838254
ghc,23,0,158.04292892822588
ghc,23,0,157.74181333435192
ghc,23,1,157.6772925307656
ghc,23,2,157.6064446316748
ghc,23,3,157.56728459993437
ghc,23,4,157.51732759526786
ghc,23,5,157.50379286682983
ghc,23,6,157.50373036682984
ghc,23,7,157.50373036682984
ghc,23,8,157.50366786682983
ghc,23,9,157.50363661682985
ghc,23,10,157.50351161682983
ghc,23,11,157.50344911682984
ghc,23,12,157.50344911682984
ghc,23,13,157.50338661682983
ghc,23,14,157.50332411682984
ghc,23,15,157.50326161682983
ghc,23,16,157.50319911682985
ghc,23,17,157.50316786682984
ghc,23,18,157.50316786682984
ghc,23,19,157.50313661682983
ghc,23,20,157.50307411682985
ghc,23,21,157.50307411682985
ghc,23,22,157.50301161682984
ghc,23,23,157.50298036682983
ghc,23,24,157.50291786682985
ghc,23,25,157.50291786682985
ghc,23,26,157.50288661682984
ghc,23,27,157.50276161682984
ghc,23,28,157.50276161682984
ghc,23,29,157.50273036682984
ghc,23,30,157.50269911682983
ghc,23,31,157.50266786682982
ghc,23,32,157.50266786682982
ghc,23,33,157.50266786682982
ghc,23,34,157.50266786682982
ghc,23,35,157.50260536682984
ghc,23,36,157.50257411682983
ghc,23,37,157.50254286682983
ghc,23,38,157.50254286682983
ghc,23,39,157.50251161682985
ghc,23,40,157.5025
ghc,23,41,157.5025
ghc,23,42,157.5025
ghc,23,43,157.5025
ghc,23,44,157.5025
ghc,23,45,157.5025
ghc,23,46,157.5025
ghc,23,47,157.5025
ghc,23,48,157.5025
ghc,23,49,157.5025
rand,24,0,160.6835873319278
rand,24,1,160.6835873319278
rand,24,2,160.6835873319278
rand,24,3,160.6835873319278
rand,24,4,160.6835873319278
rand,24,5,160.6835873319278
rand,24,6,160.6835873319278
rand,24,7,160.6835873319278
rand,24,8,160.6835873319278
rand,24,9,160.6835873319278
rand,24,10,160.6835873319278
rand,24,11,160.6835873319278
rand,24,12,160.6835873319278
rand,24,13,158.8302166774315
rand,24,14,158.8302166774315
rand,24,15,158.8302166774315
rand,24,16,158.8302166774315
rand,24,17,158.8302166774315
rand,24,18,158.8302166774315
rand,24,19,158.52855622335983
rand,24,20,158.52855622335983
rand,24,21,158.52855622335983
rand,24,22,158.46809940830997
rand,24,23,158.46809940830997
rand,24,24,158.46809940830997
rand,24,25,157.96222538748526
rand,24,26,157.96222538748526
rand,24,27,157.96222538748526
rand,24,28,157.86430150635812
rand,24,29,157.61522464250166
rand,24,30,157.61522464250166
rand,24,31,157.61522464250166
rand,24,32,157.61522464250166
rand,24,33,157.61522464250166
rand,24,34,157.61522464250166
rand,24,35,157.61522464250166
rand,24,36,157.61522464250166
rand,24,37,157.61522464250166
rand,24,38,157.61522464250166
rand,24,39,157.61522464250166
rand,24,40,157.61522464250166
rand,24,41,157.61522464250166
rand,24,42,157.61522464250166
rand,24,43,157.61522464250166
rand,24,44,157.61522464250166
rand,24,45,157.61522464250166
rand,24,46,157.61522464250166
rand,24,47,157.52140243615665
rand,24,48,157.52140243615665
rand,24,49,157.52140243615665
hc,24,0,176.42171892075064
hc,24,0,176.42171892075064
hc,24,1,176.42171892075064
hc,24,2,176.42171892075064
hc,24,3,176.42171892075064
hc,24,4,174.50165036529168
hc,24,5,173.60006243444573
hc,24,6,173.60006243444573
hc,24,7,173.60006243444573
hc,24,8,171.78181403166636
hc,24,9,171.00383348728369
hc,24,10,170.24764017668468
hc,24,11,170.24764017668468
hc,24,12,170.24764017668468
hc,24,13,170.24764017668468
hc,24,14,170.24764017668468
hc,24,15,170.24764017668468
hc,24,16,170.24764017668468
hc,24,17,170.24764017668468
hc,24,18,169.5132340998694
hc,24,19,168.80061525683783
hc,24,20,168.80061525683783
hc,24,21,168.80061525683783
hc,24,22,168.10978364758998
hc,24,23,167.4407392721258
hc,24,24,166.1751624158586
hc,24,25,166.1751624158586
hc,24,26,166.1360679131857
hc,24,27,166.1360679131857
hc,24,28,164.8761943619886
hc,24,29,164.8761943619886
hc,24,30,164.8761943619886
hc,24,31,164.3959187659263
hc,24,32,163.38920603093496
hc,24,33,163.3625462613231
hc,24,34,163.33588649171128
hc,24,35,163.33588649171128
hc,24,36,163.30922672209942
hc,24,37,163.2825669524876
hc,24,38,162.89338864790673
hc,24,39,162.86852313403344
hc,24,40,162.86852313403344
hc,24,41,162.49463298270666
hc,24,42,162.49463298270666
hc,24,43,162.49463298270666
hc,24,44,162.49463298270666
hc,24,45,162.1342367288954
hc,24,46,162.1342367288954
hc,24,47,162.1127722264992
hc,24,48,162.09130772410302
hc,24,49,162.09130772410302
ghc,24,0,157.85725489386425
ghc,24,0,157.83350222583186
ghc,24,1,157.51861600739235
ghc,24,2,157.51040980055248
ghc,24,3,157.50934176169412
ghc,24,4,157.50917903063944
ghc,24,5,157.5090976651121
ghc,24,6,157.5082486073084
ghc,24,7,157.5060205304793
ghc,24,8,157.50459764592657
ghc,24,9,157.5039049536502
ghc,24,10,157.50324413374517
ghc,24,11,157.50315038374518
ghc,24,12,157.50311913374517
ghc,24,13,157.50311913374517
ghc,24,14,157.50305663374516
ghc,24,15,157.50305663374516
ghc,24,16,157.50302538374518
ghc,24,17,157.50293163374516
ghc,24,18,157.50286913374518
ghc,24,19,157.50280663374517
ghc,24,20,157.50277538374516
ghc,24,21,157.50274413374518
ghc,24,22,157.50268163374517
ghc,24,23,157.50261913374516
ghc,24,24,157.50261913374516
ghc,24,25,157.50261913374516
ghc,24,26,157.50258788374518
ghc,24,27,157.50255663374517
ghc,24,28,157.5025
ghc,24,29,157.5025
ghc,24,30,157.5025
ghc,24,31,157.5025
ghc,24,32,157.5025
ghc,24,33,157.5025
ghc,24,34,157.5025
ghc,24,35,157.5025
ghc,24,36,157.5025
ghc,24,37,157.5025
ghc,24,38,157.5025
ghc,24,39,157.5025
ghc,24,40,157.5025
ghc,24,41,157.5025
ghc,24,42,157.5025
ghc,24,43,157.5025
ghc,24,44,157.5025
ghc,24,45,157.5025
ghc,24,46,157.5025
ghc,24,47,157.5025
ghc,24,48,157.5025
ghc,24,49,157.5025
rand,25,0,162.1134036035968
rand,25,1,162.1134036035968
rand,25,2,160.05983009336077
rand,25,3,157.93792792278646
rand,25,4,157.93792792278646
rand,25,5,157.8581855223969
rand,25,6,157.6906135094179
rand,25,7,157.6906135094179
rand,25,8,157.6906135094179
rand,25,9,157.6906135094179
rand,25,10,157.6906135094179
rand,25,11,157.6906135094179
rand,25,12,157.6906135094179
rand,25,13,157.6906135094179
rand,25,14,157.6906135094179
rand,25,15,157.6906135094179
rand,25,16,157.6906135094179
rand,25,17,157.6906135094179
rand,25,18,157.6906135094179
rand,25,19,157.6906135094179
rand,25,20,157.6906135094179
rand,25,21,157.6906135094179
rand,25,22,157.6906135094179
rand,25,23,157.6906135094179
rand,25,24,157.6906135094179
rand,25,25,157.6906135094179
rand,25,26,157.6906135094179
rand,25,27,157.6906135094179
rand,25,28,157.6906135094179
rand,25,29,157.6906135094179
rand,25,30,157.6906135094179
rand,25,31,157.6906135094179
rand,25,32,157.6906135094179
rand,25,33,157.6906135094179
rand,25,34,157.6906135094179
rand,25,35,157.6906135094179
rand,25,36,157.6906135094179
rand,25,37,157.6906135094179
rand,25,38,157.6906135094179
rand,25,39,157.6906135094179
rand,25,40,157.6906135094179
rand,25,41,157.6906135094179
rand,25,42,157.6906135094179
rand,25,43,157.6906135094179
rand,25,44,157.6906135094179
rand,25,45,157.6906135094179
rand,25,46,157.6906135094179
rand,25,47,157.6906135094179
rand,25,48,157.6906135094179
rand,25,49,157.6906135094179
hc,25,0,162.1987536427813
hc,25,0,162.16772324709265
hc,25,1,161.74047947030482
hc,25,2,161.74047947030482
hc,25,3,161.74047947030482
hc,25,4,161.74047947030482
hc,25,5,161.74047947030482
hc,25,6,161.74047947030482
hc,25,7,161.74047947030482
hc,25,8,161.72755289077094
hc,25,9,161.72755289077094
hc,25,10,161.72755289077094
hc,25,11,161.72755289077094
hc,25,12,161.72755289077094
hc,25,13,161.72755289077094
hc,25,14,161.72755289077094
hc,25,15,161.32205172831723
hc,25,16,161.31036504883022
hc,25,17,161.31036504883022
hc,25,18,161.31036504883022
hc,25,19,161.31036504883022
hc,25,20,161.31036504883022
hc,25,21,161.31036504883022
hc,25,22,161.31036504883022
hc,25,23,161.31036504883022
hc,25,24,161.31036504883022
hc,25,25,161.31036504883022
hc,25,26,161.31036504883022
hc,25,27,161.29867836934324
hc,25,28,161.29867836934324
hc,25,29,161.29867836934324
hc,25,30,161.29867836934324
hc,25,31,161.29867836934324
hc,25,32,160.91597222127052
hc,25,33,160.91597222127052
hc,25,34,160.91597222127052
hc,25,35,160.91597222127052
hc,25,36,160.91597222127052
hc,25,37,160.90546294183042
hc,25,38,160.5441869080918
hc,25,39,160.20316358864036
hc,25,40,160.20316358864036
hc,25,41,160.20316358864036
hc,25,42,160.20316358864036
hc,25,43,160.20316358864036
hc,25,44,160.20316358864036
hc,25,45,159.88239298347614
hc,25,46,159.88239298347614
hc,25,47,159.88239298347614
hc,25,48,159.88239298347614
hc,25,49,159.88239298347614
ghc,25,0,163.99642417191296
ghc,25,0,162.32216128962335
ghc,25,1,160.79259648253307
ghc,25,2,159.65548746796932
ghc,25,3,159.09319046847375
ghc,25,4,158.416749928084
ghc,25,5,158.27524929727437
ghc,25,6,157.96488686866667
ghc,25,7,157.80219043647384
ghc,25,8,157.6320087385922
ghc,25,9,157.53154697405256
ghc,25,10,157.50849875424848
ghc,25,11,157.50849875424848
ghc,25,12,157.50846750424847
ghc,25,13,157.50837375424845
ghc,25,14,157.50837375424845
ghc,25,15,157.50834250424847
ghc,25,16,157.50831125424847
ghc,25,17,157.50824875424846
ghc,25,18,157.50818625424847
ghc,25,19,157.50812375424846
ghc,25,20,157.50806125424847
ghc,25,21,157.50799875424846
ghc,25,22,157.50796750424846
ghc,25,23,157.50793625424848
ghc,25,24,157.50787375424846
ghc,25,25,157.50781125424845
ghc,25,26,157.50771750424846
ghc,25,27,157.50768625424845
ghc,25,28,157.50762375424847
ghc,25,29,157.50762375424847
ghc,25,30,157.50749875424847
ghc,25,31,157.50746750424847
ghc,25,32,157.50743625424846
ghc,25,33,157.50734250424847
ghc,25,34,157.50731125424846
ghc,25,35,157.50724875424845
ghc,25,36,157.50721750424847
ghc,25,37,157.50715500424846
ghc,25,38,157.50709250424848
ghc,25,39,157.50709250424848
ghc,25,40,157.50706125424847
ghc,25,41,157.50703000424846
ghc,25,42,157.50703000424846
ghc,25,43,157.50696750424845
ghc,25,44,157.50690500424847
ghc,25,45,157.50678000424847
ghc,25,46,157.50678000424847
ghc,25,47,157.50678000424847
ghc,25,48,157.50674875424846
ghc,25,49,157.50665500424847
rand,26,0,157.82712432490493
rand,26,1,157.82712432490493
rand,26,2,157.82712432490493
rand,26,3,157.82712432490493
rand,26,4,157.82712432490493
rand,26,5,157.82712432490493
rand,26,6,157.82712432490493
rand,26,7,157.82712432490493
rand,26,8,157.82712432490493
rand,26,9,157.82712432490493
rand,26,10,157.82712432490493
rand,26,11,157.82712432490493
rand,26,12,157.82712432490493
rand,26,13,157.73008482470553
rand,26,14,157.73008482470553
rand,26,15,157.73008482470553
rand,26,16,157.73008482470553
rand,26,17,157.73008482470553
rand,26,18,157.73008482470553
rand,26,19,157.73008482470553
rand,26,20,157.73008482470553
rand,26,21,157.73008482470553
rand,26,22,157.73008482470553
rand,26,23,157.73008482470553
rand,26,24,157.73008482470553
rand,26,25,157.73008482470553
rand,26,26,157.73008482470553
rand,26,27,157.73008482470553
rand,26,28,157.73008482470553
rand,26,29,157.73008482470553
rand,26,30,157.73008482470553
rand,26,31,157.73008482470553
rand,26,32,157.6698737015612
rand,26,33,157.6698737015612
rand,26,34,157.6698737015612
rand,26,35,157.6698737015612
rand,26,36,157.6698737015612
rand,26,37,157.6698737015612
rand,26,38,157.6698737015612
rand,26,39,157.6698737015612
rand,26,40,157.6698737015612
rand,26,41,157.6698737015612
rand,26,42,157.63961352630713
rand,26,43,157.61649861171338
rand,26,44,157.61649861171338
rand,26,45,157.61649861171338
rand,26,46,157.61649861171338
rand,26,47,157.61649861171338
rand,26,48,157.61649861171338
rand,26,49,157.61649861171338
hc,26,0,175.85612984500136
hc,26,0,175.85612984500136
hc,26,1,175.07399713748157
hc,26,2,175.07399713748157
hc,26,3,175.07399713748157
hc,26,4,175.07399713748157
hc,26,5,173.8385302229092
hc,26,6,173.7366084785724
hc,26,7,173.63468673423557
hc,26,8,173.53276498989874
hc,26,9,172.81922499142942
hc,26,10,172.81922499142942
hc,26,11,172.81922499142942
hc,26,12,172.81922499142942
hc,26,13,172.72183928572
hc,26,14,171.61275988636015
hc,26,15,171.61275988636015
hc,26,16,171.52246980674207
hc,26,17,170.4621646180889
hc,26,18,170.4621646180889
hc,26,19,169.85841195260326
hc,26,20,168.88723101411915
hc,26,21,168.88723101411915
hc,26,22,168.33092401418725
hc,26,23,167.77461701425534
hc,26,24,167.2183100143234
hc,26,25,166.6620030143915
hc,26,26,166.6620030143915
hc,26,27,166.6620030143915
hc,26,28,166.6620030143915
hc,26,29,166.6620030143915
hc,26,30,166.6620030143915
hc,26,31,166.10569601445957
hc,26,32,165.4017741391168
hc,26,33,164.7278829991466
hc,26,34,164.08402259454897
hc,26,35,164.04162835641105
hc,26,36,164.04162835641105
hc,26,37,163.99923411827314
hc,26,38,163.9568398801352
hc,26,39,163.53944363272842
hc,26,40,162.97638516290328
hc,26,41,162.94042838202577
hc,26,42,162.9044716011483
hc,26,43,162.375992069875
hc,26,44,162.375992069875
hc,26,45,162.375992069875
hc,26,46,162.03900394379633
hc,26,47,162.03900394379633
hc,26,48,161.57235481994297
hc,26,49,161.54526081691685
ghc,26,0,186.65262413974634
ghc,26,0,183.8513160160449
ghc,26,1,181.21316935265762
ghc,26,2,181.09855985136718
ghc,26,3,179.63184824724976
ghc,26,4,178.2918841341787
ghc,26,5,175.64836987730433
ghc,26,6,172.25194823189136
ghc,26,7,169.21692251211473
ghc,26,8,168.17706638503805
ghc,26,9,164.5856329606905
ghc,26,10,163.18086663899183
ghc,26,11,161.28618539761683
ghc,26,12,160.15752401689772
ghc,26,13,159.89958990519818
ghc,26,14,159.62156093935218
ghc,26,15,159.00108304650686
ghc,26,16,158.99292072984457
ghc,26,17,158.64001610605084
ghc,26,18,158.20427706878317
ghc,26,19,158.08050601800426
ghc,26,20,157.78673345258053
ghc,26,21,157.59627997526698
ghc,26,22,157.55525538243248
ghc,26,23,157.5253904745084
ghc,26,24,157.50733160925947
ghc,26,25,157.50728945032472
ghc,26,26,157.50716297352056
ghc,26,27,157.50703649671638
ghc,26,28,157.50518450138995
ghc,26,29,157.50515325138994
ghc,26,30,157.50515325138994
ghc,26,31,157.50505950138995
ghc,26,32,157.50496575138996
ghc,26,33,157.50496575138996
ghc,26,34,157.50493450138995
ghc,26,35,157.50490325138995
ghc,26,36,157.50484075138996
ghc,26,37,157.50480950138996
ghc,26,38,157.50477825138995
ghc,26,39,157.50471575138997
ghc,26,40,157.50462200138995
ghc,26,41,157.50459075138994
ghc,26,42,157.50452825138996
ghc,26,43,157.50449700138995
ghc,26,44,157.50443450138997
ghc,26,45,157.50440325138996
ghc,26,46,157.50437200138995
ghc,26,47,157.50430950138994
ghc,26,48,157.50427825138996
ghc,26,49,157.50418450138994
rand,27,0,158.04244295545462
rand,27,1,157.95202561170922
rand,27,2,157.95202561170922
rand,27,3,157.95202561170922
rand,27,4,157.95202561170922
rand,27,5,157.5829655031836
rand,27,6,157.5829655031836
rand,27,7,157.5413636583448
rand,27,8,157.5413636583448
rand,27,9,157.5413636583448
rand,27,10,157.5413636583448
rand,27,11,157.5413636583448
rand,27,12,157.5413636583448
rand,27,13,157.5413636583448
rand,27,14,157.5413636583448
rand,27,15,157.5413636583448
rand,27,16,157.5413636583448
rand,27,17,157.5413636583448
rand,27,18,157.5413636583448
rand,27,19,157.5413636583448
rand,27,20,157.5413636583448
rand,27,21,157.5413636583448
rand,27,22,157.5413636583448
rand,27,23,157.5413636583448
rand,27,24,157.5413636583448
rand,27,25,157.5413636583448
rand,27,26,157.5413636583448
rand,27,27,157.5413636583448
rand,27,28,157.5413636583448
rand,27,29,157.5413636583448
rand,27,30,157.5413636583448
rand,27,31,157.5413636583448
rand,27,32,157.5413636583448
rand,27,33,157.5413636583448
rand,27,34,157.5413636583448
rand,27,35,157.5413636583448
rand,27,36,157.5413636583448
rand,27,37,157.5413636583448
rand,27,38,157.5413636583448
rand,27,39,157.5413636583448
rand,27,40,157.5413636583448
rand,27,41,157.5413636583448
rand,27,42,157.5413636583448
rand,27,43,157.5413636583448
rand,27,44,157.5413636583448
rand,27,45,157.5413636583448
rand,27,46,157.5413636583448
rand,27,47,157.5413636583448
rand,27,48,157.5413636583448
rand,27,49,157.5413636583448
hc,27,0,158.4932761570954
hc,27,0,158.49013970657248
hc,27,1,158.48700325604958
hc,27,2,158.48386680552665
hc,27,3,158.10665035129375
hc,27,4,158.10665035129375
hc,27,5,158.10665035129375
hc,27,6,158.10665035129375
hc,27,7,157.8201914769472
hc,27,8,157.8201914769472
hc,27,9,157.8201914769472
hc,27,10,157.8201914769472
hc,27,11,157.80635789200645
hc,27,12,157.80635789200645
hc,27,13,157.8053812594326
hc,27,14,157.8053812594326
hc,27,15,157.79159177431765
hc,27,16,157.79159177431765
hc,27,17,157.77780228920267
hc,27,18,157.7640128040877
hc,27,19,157.7640128040877
hc,27,20,157.75022331897276
hc,27,21,157.75022331897276
hc,27,22,157.74942308570206
hc,27,23,157.74942308570206
hc,27,24,157.7486228524314
hc,27,25,157.7486228524314
hc,27,26,0.09666436022820475
hc,27,27,0.09666436022820475
hc,27,28,0.09666436022820475
hc,27,29,0.09666436022820475
hc,27,30,0.09635323019173722
hc,27,31,0.09635323019173722
hc,27,32,0.09635323019173722
hc,27,33,0.09635323019173722
hc,27,34,0.09635323019173722
hc,27,35,0.09604210015526969
hc,27,36,0.09604210015526969
